Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Coimbatore,2017,28371,Petrol,Manual,First,15.0,73.0,MARUTI,EECO 7 SEATER STANDARD
Kochi,2013,74755,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXL
Kochi,2011,25805,Petrol,Manual,First,18.0,64.0,MARUTI,ZEN ESTILO 1.1 LX BSIII
Kochi,2015,82603,Petrol,Manual,First,13.0,102.0,RENAULT,DUSTER PETROL RXL
Chennai,2006,110000,Petrol,Manual,First,13.0,130.0,HONDA,CIVIC 2006-2010 1.8 S MT
Delhi,2012,88000,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Chennai,2011,110000,Diesel,Manual,Second,21.0,64.0,MAHINDRA,VERITO 1.5 D6 BSIV
Delhi,2017,15000,Petrol,Manual,First,21.0,67.0,RENAULT,KWID CLIMBER 1.0 MT
Mumbai,2013,70000,Diesel,Automatic,First,15.0,240.0,PORSCHE,CAYENNE DIESEL
Pune,2008,150000,Diesel,Manual,Second,28.0,74.0,MARUTI,SWIFT DDIS VDI
Hyderabad,2016,19000,Petrol,Manual,First,20.0,67.0,DATSUN,GO T OPTION
Chennai,2011,37442,Petrol,Manual,First,18.0,80.0,HYUNDAI,I20 1.2 MAGNA
Coimbatore,2016,63111,Diesel,Automatic,Second,18.0,190.0,BMW,5 SERIES 2013-2017 520D LUXURY LINE
Mumbai,2012,88000,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA ZDI
Jaipur,2014,42355,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 MAGNA
Coimbatore,2011,75871,Petrol,Automatic,First,9.0,254.0,BMW,3 SERIES 330I
Mumbai,2011,65000,Diesel,Manual,First,17.0,163.0,CHEVROLET,CRUZE LTZ
Pune,2015,69000,Diesel,Automatic,First,0.0,165.0,MERCEDES-BENZ,M-CLASS ML 350 4MATIC
Jaipur,2011,79232,Diesel,Manual,First,21.0,73.0,MARUTI,RITZ LDI
Pune,2007,220000,Petrol,Automatic,Second,11.0,186.0,MERCEDES-BENZ,NEW C-CLASS C 200 KOMPRESSOR ELEGANCE AT
Kochi,2016,28470,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 1.2 MAGNA EXECUTIVE
Kolkata,2014,9759,Petrol,Manual,First,20.0,68.0,HYUNDAI,EON 1.0 KAPPA MAGNA PLUS OPTIONAL
Pune,2014,75216,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Chennai,2017,8000,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 SPORTZ 1.2
Mumbai,2014,59451,Petrol,Manual,First,18.0,85.0,MARUTI,RITZ ZXI
Hyderabad,2013,53996,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kochi,2018,15135,Petrol,Manual,First,17.0,88.0,HONDA,WRV I-VTEC VX
Chennai,2015,53000,Petrol,Automatic,Second,16.0,81.0,HYUNDAI,XCENT 1.2 KAPPA AT S OPTION
Kolkata,2013,40000,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE E I-VTECH
Pune,2013,21107,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT (O)
Mumbai,2014,56000,Petrol,Manual,First,16.0,116.0,HONDA,CITY V MT
Coimbatore,2017,19623,Petrol,Manual,First,15.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS DUAL TONE PETROL
Kochi,2014,70963,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 2WD
Mumbai,2013,25755,CNG,Manual,First,26.0,58.0,MARUTI,WAGON R LXI CNG
Mumbai,2013,51450,Diesel,Manual,First,12.0,102.0,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
Pune,2012,75000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Coimbatore,2017,37832,Petrol,Automatic,First,22.0,67.0,MARUTI,WAGON R VXI AMT
Coimbatore,2016,43041,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA ASTA
Hyderabad,2014,97236,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE VX I-DTEC
Chennai,2010,83000,Diesel,Automatic,First,16.0,181.0,BMW,3 SERIES 320D HIGHLINE
Delhi,2011,65000,Petrol,Manual,First,15.0,70.0,FORD,FIGO PETROL TITANIUM
Kochi,2018,46007,Petrol,Manual,First,17.0,73.0,VOLKSWAGEN,AMEO 1.2 MPI TRENDLINE
Kochi,2015,65925,Diesel,Manual,Second,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TREND
Pune,2004,73500,Petrol,Manual,Second,13.0,90.0,HONDA,CITY 1.3 EXI
Kolkata,2014,55000,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W6 2WD
Delhi,2012,115000,Diesel,Manual,First,13.0,168.0,TOYOTA,FORTUNER 4X2 MANUAL
Kolkata,2017,31184,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA MAGNA
Pune,2017,41747,Diesel,Automatic,First,28.0,73.0,MARUTI,DZIRE AMT ZDI PLUS
Kochi,2016,38143,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Pune,2012,19030,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
Coimbatore,2019,20877,Petrol,Manual,First,18.0,78.0,TOYOTA,ETIOS LIVA 1.2 VX DUAL TONE
Mumbai,2016,23555,Petrol,Manual,First,22.0,81.0,MARUTI,SWIFT VXI
Bangalore,2013,29000,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
Pune,2013,61000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R VXI
Kochi,2012,4187,Petrol,Manual,First,26.0,35.0,TATA,NANO LX BSIV
Bangalore,2011,46000,Petrol,Manual,First,13.0,157.0,SKODA,LAURA 1.8 TSI AMBIENTE
Mumbai,2016,28000,Petrol,Automatic,First,17.0,103.0,VOLKSWAGEN,POLO GT TSI
Coimbatore,2014,83558,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX
Hyderabad,2017,40000,Diesel,Manual,First,22.0,74.0,TATA,BOLT QUADRAJET XE
Kolkata,2013,36000,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE PLUS
Bangalore,2014,21000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Kochi,2013,62162,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 GX (DIESEL) 7 SEATER
Hyderabad,2012,83000,Diesel,Automatic,First,11.0,254.0,MERCEDES-BENZ,M-CLASS ML 350 CDI
Pune,2015,58000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI S
Kochi,2011,62332,Petrol,Automatic,First,11.0,177.0,HONDA,ACCORD 2.4 AT
Kochi,2016,50867,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
Mumbai,2010,73000,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 SPORTZ PETROL
Jaipur,2012,98008,Diesel,Manual,First,22.0,126.0,HYUNDAI,ELANTRA CRDI SX
Hyderabad,2015,36000,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL TITANIUM
Kochi,2019,27339,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 1.2 MAGNA EXECUTIVE
Kolkata,2017,25000,Diesel,Manual,First,23.0,126.0,HYUNDAI,VERNA 1.6 CRDI SX
Kolkata,2014,37000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 ASTA
Hyderabad,2015,56000,Diesel,Automatic,First,14.0,174.0,AUDI,Q5 2.0 TDI
Kolkata,2015,27000,Petrol,Manual,First,17.0,85.0,MARUTI,SWIFT DZIRE ZXI
Kolkata,2012,37000,Petrol,Manual,First,18.0,80.0,HYUNDAI,I20 MAGNA
Kolkata,2017,10500,Diesel,Manual,First,25.0,77.0,MAHINDRA,KUV 100 MFALCON D75 K4 PLUS 5STR
Ahmedabad,2014,49000,Diesel,Automatic,First,18.0,126.0,HYUNDAI,ELANTRA 1.6 SX OPTION AT
Mumbai,2017,7000,Diesel,Manual,First,17.0,170.0,JEEP,COMPASS 2.0 LIMITED OPTION BLACK
Coimbatore,2017,71256,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA VDI OPTION
Kochi,2012,83184,Petrol,Manual,First,14.0,138.0,TOYOTA,COROLLA ALTIS 1.8 GL
Kolkata,2013,87284,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 2WD
Mumbai,2016,7000,Diesel,Automatic,First,20.0,190.0,BMW,X1 XDRIVE 20D XLINE
Pune,2015,29000,Diesel,Manual,Second,22.0,88.0,HYUNDAI,I20 MAGNA 1.4 CRDI
Coimbatore,2017,33552,Diesel,Automatic,First,11.0,254.0,MERCEDES-BENZ,GLE 350D
Bangalore,2013,64000,Diesel,Manual,Second,17.0,163.0,CHEVROLET,CRUZE LTZ
Jaipur,2011,82000,Petrol,Manual,Second,18.0,80.0,HYUNDAI,I20 1.2 MAGNA
Mumbai,2012,70000,Petrol,Manual,Second,19.0,86.0,HONDA,BRIO S MT
Hyderabad,2013,166194,Diesel,Manual,First,19.0,84.0,NISSAN,EVALIA 2013 XL
Delhi,2015,58000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Chennai,2010,77000,Petrol,Manual,Second,20.0,78.0,HYUNDAI,I10 SPORTZ 1.2
Pune,2009,73204,Diesel,Automatic,Third,18.0,147.0,CHEVROLET,CRUZE LTZ AT
Hyderabad,2007,70000,Petrol,Manual,Second,19.0,68.0,HYUNDAI,I10 ERA
Delhi,2014,79870,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA VDI
Delhi,2013,90000,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Mumbai,2016,17000,Petrol,Automatic,First,15.0,122.0,MERCEDES-BENZ,A CLASS A180 SPORT
Kochi,2018,46493,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA MAGNA
Pune,2009,68000,Petrol,Manual,Third,20.0,78.0,HYUNDAI,I10 SPORTZ 1.2
Hyderabad,2017,2000,Diesel,Manual,First,28.0,74.0,MARUTI,SWIFT DDIS ZDI PLUS
Pune,1999,140000,Petrol,Manual,First,13.0,90.0,HONDA,CITY 1.3 EXI
Pune,2013,255000,Diesel,Manual,Third,12.0,100.0,TOYOTA,INNOVA 2.5 GX (DIESEL) 7 SEATER
Coimbatore,2014,45535,Diesel,Automatic,First,23.0,112.0,MINI,COOPER COUNTRYMAN D HIGH
Coimbatore,2016,39228,Petrol,Manual,First,15.0,112.0,FIAT,LINEA T-JET ACTIVE
Mumbai,2011,57000,Petrol,Manual,Second,14.0,92.0,CHEVROLET,AVEO 1.4 LT
Chennai,2008,85445,Petrol,Manual,Second,19.0,68.0,HYUNDAI,I10 ERA 1.1
Delhi,2015,54000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Mumbai,2014,53000,Petrol,Automatic,First,23.0,67.0,MARUTI,CELERIO VXI AT
Jaipur,2014,60000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Coimbatore,2015,65668,Diesel,Manual,First,19.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL
Ahmedabad,2011,100000,Diesel,Automatic,Second,22.0,190.0,BMW,3 SERIES 320D
Kolkata,2018,1800,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Hyderabad,2007,96000,Petrol,Manual,Second,0.0,97.0,HYUNDAI,SANTRO DX
Pune,2009,44200,Petrol,Manual,Second,18.0,62.0,CHEVROLET,SPARK 1.0 LS
Ahmedabad,2018,14000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX OPTION
Chennai,2013,720000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Delhi,2012,73000,Diesel,Automatic,First,11.0,169.0,TOYOTA,FORTUNER 4X2 4 SPEED AT
Delhi,2011,68000,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Jaipur,2017,19543,Diesel,Automatic,First,18.0,190.0,BMW,5 SERIES 2013-2017 520D LUXURY LINE
Bangalore,2014,38000,Diesel,Automatic,Second,14.0,174.0,AUDI,Q5 30 TDI QUATTRO PREMIUM PLUS
Delhi,2014,32805,Diesel,Manual,First,23.0,73.0,MARUTI,RITZ LDI
Kochi,2016,44782,Diesel,Automatic,First,21.0,103.0,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE AT
Kochi,2016,55700,Diesel,Manual,First,26.0,98.0,HONDA,CITY I DTEC SV
Delhi,2012,60000,Diesel,Automatic,Second,15.0,140.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC
Hyderabad,2014,56000,Petrol,Manual,First,15.0,103.0,SKODA,RAPID 1.6 MPI ELEGANCE
Delhi,2011,60000,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Mumbai,2010,78563,Diesel,Manual,First,16.0,123.0,CHEVROLET,OPTRA MAGNUM 2.0 LT BS3
Mumbai,2014,34669,Petrol,Manual,First,15.0,73.0,MARUTI,EECO 7 SEATER STANDARD
Delhi,2017,17000,Petrol,Manual,First,20.0,91.0,MARUTI,CIAZ ZXI
Delhi,2016,66000,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ VDI PLUS SHVS
Pune,2014,102418,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 LE 2014 DIESEL 7 SEATER
Kolkata,2014,48800,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE VXI
Kochi,2019,10601,Diesel,Automatic,First,11.0,171.0,TOYOTA,INNOVA CRYSTA 2.8 GX AT
Pune,2017,8200,Diesel,Manual,First,25.0,69.0,TATA,INDICA V2 ELX
Jaipur,2012,100000,Petrol,Manual,First,18.0,82.0,HYUNDAI,I20 MAGNA
Pune,2012,78000,Diesel,Manual,First,17.0,68.0,FORD,FIESTA 1.4 DURATORQ ZXI
Kolkata,2015,50000,Diesel,Manual,First,18.0,73.0,CHEVROLET,ENJOY 1.3 TCDI LS 8
Chennai,2006,89327,Diesel,Manual,Third,17.0,68.0,FORD,FIESTA 1.4 DURATORQ EXI
Chennai,2007,98000,Petrol,Manual,Second,10.0,152.0,HONDA,CR-V 2.4 MT
Kochi,2017,24700,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 VX I VTEC
Delhi,2018,6000,Diesel,Automatic,First,11.0,258.0,MERCEDES-BENZ,GLS 350D GRAND EDITION
Delhi,2018,9434,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ
Mumbai,2012,29000,Petrol,Manual,First,18.0,85.0,MARUTI,RITZ VXI
Coimbatore,2017,22440,Diesel,Automatic,First,22.0,108.0,VOLKSWAGEN,AMEO 1.5 TDI HIGHLINE AT
Mumbai,2015,73070,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC SV
Kolkata,2016,21771,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 S I VTEC
Delhi,2014,62000,Diesel,Manual,First,17.0,75.0,MARUTI,SWIFT LDI BSIV
Kochi,2017,37024,Diesel,Automatic,First,17.0,126.0,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
Kochi,2014,60336,Diesel,Automatic,Second,14.0,241.0,AUDI,A7 2011-2015 3.0 TDI QUATTRO
Kolkata,2014,26008,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE PLUS
Jaipur,2010,90000,Diesel,Manual,Second,20.0,68.0,FORD,FIGO DIESEL EXI
Coimbatore,2018,35569,Petrol,Manual,First,17.0,73.0,VOLKSWAGEN,AMEO 1.2 MPI HIGHLINE
Kolkata,2013,40000,Diesel,Manual,First,21.0,84.0,RENAULT,SCALA DIESEL RXL
Kolkata,2015,45000,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ 1.2 V I VTEC
Delhi,2015,42000,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 1.2 SPORTZ
Coimbatore,2012,46913,Diesel,Automatic,First,14.0,241.0,AUDI,A4 3.0 TDI QUATTRO PREMIUM
Delhi,2014,62000,Diesel,Automatic,First,11.0,184.0,MAHINDRA,SSANGYONG REXTON RX7
Ahmedabad,2017,15000,Diesel,Automatic,First,12.0,174.0,TOYOTA,FORTUNER 2.8 2WD AT
Kolkata,2002,69000,Diesel,Manual,First,18.0,66.0,SKODA,OCTAVIA CLASSIC 1.9 TDI MT
Hyderabad,2012,41367,Diesel,Automatic,First,15.0,170.0,MERCEDES-BENZ,NEW C-CLASS 250 CDI CLASSIC
Kochi,2018,15982,Petrol,Manual,First,20.0,91.0,MARUTI,CIAZ 1.4 ZETA
Hyderabad,2013,99595,Diesel,Manual,Second,22.0,74.0,MARUTI,SWIFT ZDI
Bangalore,2002,63000,Diesel,Manual,Third,13.0,75.0,TOYOTA,QUALIS FS B3
Delhi,2012,49000,Diesel,Automatic,Second,16.0,218.0,BMW,5 SERIES 2007-2010 525D SEDAN
Kochi,2013,48272,Diesel,Manual,First,10.0,116.0,MITSUBISHI,PAJERO 2.8 SFX BSIII DUAL TONE
Delhi,2008,63000,Petrol,Manual,First,13.0,125.0,TOYOTA,COROLLA H2
Ahmedabad,2016,77000,CNG,Manual,First,26.0,58.0,MARUTI,WAGON R LXI CNG
Mumbai,2013,11734,Petrol,Manual,First,16.0,34.0,MARUTI,OMNI E MPI STD BS IV
Kochi,2014,62012,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 2.0 TDI
Chennai,2017,46000,CNG,Manual,First,25.0,81.0,HYUNDAI,XCENT 1.2 KAPPA S OPTION CNG
Coimbatore,2016,45449,Diesel,Manual,First,27.0,98.0,HONDA,JAZZ 1.5 S I DTEC
Mumbai,2004,85000,Petrol,Automatic,Second,10.0,157.0,MERCEDES-BENZ,E-CLASS 200 KOMPRESSOR ELEGANCE
Jaipur,2005,88000,Petrol,Manual,Second,13.0,100.0,HONDA,CITY 1.5 EXI
Kochi,2013,45330,Diesel,Automatic,First,16.0,147.0,AUDI,A4 2.0 TDI
Mumbai,2012,88000,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE VXI
Delhi,2016,45376,Diesel,Manual,First,28.0,73.0,MARUTI,DZIRE VDI
Pune,2014,81000,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 4WD
Kochi,2012,83381,Petrol,Manual,First,18.0,79.0,CHEVROLET,BEAT LT
Kochi,2017,78526,Diesel,Manual,First,23.0,98.0,FORD,ECOSPORT 1.5 DIESEL TITANIUM PLUS
Coimbatore,2017,27313,Diesel,Automatic,First,14.0,258.0,BMW,5 SERIES 2013-2017 530D M SPORT
Coimbatore,2015,42747,Diesel,Automatic,Second,14.0,174.0,AUDI,Q5 30 TDI QUATTRO PREMIUM PLUS
Coimbatore,2015,42265,Diesel,Automatic,Second,20.0,190.0,BMW,X1 SDRIVE 20D XLINE
Mumbai,2009,21000,Petrol,Automatic,First,19.0,80.0,HYUNDAI,I10 MAGNA AT
Ahmedabad,2016,55100,Diesel,Automatic,First,17.0,126.0,HYUNDAI,CRETA 1.6 CRDI AT SX PLUS
Chennai,2014,70000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Mumbai,2007,55000,Petrol,Automatic,Third,10.0,364.0,MERCEDES-BENZ,S CLASS 2005 2013 S 350 L
Kolkata,2012,58235,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA
Mumbai,2017,26000,Diesel,Manual,First,23.0,98.0,FORD,ECOSPORT 1.5 DIESEL TITANIUM
Kolkata,2011,35000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Jaipur,2017,24000,Diesel,Manual,First,28.0,73.0,MARUTI,DZIRE ZDI PLUS
Ahmedabad,2016,98000,Diesel,Manual,First,15.0,120.0,MAHINDRA,SCORPIO 1.99 S10
Coimbatore,2016,44487,Diesel,Manual,First,22.0,88.0,HYUNDAI,I20 ASTA 1.4 CRDI
Chennai,2008,65000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Delhi,2015,34951,Petrol,Manual,Second,20.0,78.0,HYUNDAI,I10 MAGNA
Kolkata,2015,52373,Diesel,Manual,Second,15.0,120.0,MAHINDRA,SCORPIO S6 7 SEATER
Hyderabad,2010,66285,Diesel,Manual,First,19.0,75.0,SKODA,FABIA 1.2L DIESEL CLASSIC
Mumbai,2012,66000,Diesel,Automatic,First,15.0,258.0,BMW,X5 XDRIVE 30D
Hyderabad,2016,43000,Diesel,Manual,First,27.0,98.0,HONDA,JAZZ 1.5 S I DTEC
Mumbai,2013,45200,Diesel,Automatic,First,10.0,170.0,MERCEDES-BENZ,E-CLASS 2009-2013 E 220 CDI AVANTGARDE
Mumbai,2016,41000,Diesel,Automatic,First,16.0,140.0,MAHINDRA,XUV500 AT W10 FWD
Kochi,2017,39430,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I VTEC CVT SV
Coimbatore,2014,83274,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Coimbatore,2017,32324,Diesel,Automatic,First,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS 220 CDI AT
Mumbai,2011,49999,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Bangalore,2014,66000,Diesel,Manual,First,15.0,83.0,TATA,SUMO EX
Delhi,2012,54000,Petrol,Manual,First,18.0,82.0,HYUNDAI,I20 MAGNA
Jaipur,2009,80000,Diesel,Manual,Second,20.0,91.0,FIAT,LINEA 1.3 DYNAMIC
Bangalore,2011,72000,Petrol,Automatic,Second,12.0,130.0,HONDA,CIVIC 2006-2010 1.8 V AT
Pune,2017,44865,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 SX PLUS DIESEL
Delhi,2017,22000,Diesel,Automatic,Second,20.0,143.0,AUDI,A3 35 TDI TECHNOLOGY
Delhi,2013,57478,Petrol,Manual,Second,17.0,121.0,HYUNDAI,VERNA VTVT 1.6 SX OPTION
Hyderabad,2011,75000,Diesel,Manual,First,21.0,90.0,HYUNDAI,I20 1.4 CRDI MAGNA
Kochi,2015,50624,Diesel,Manual,First,24.0,98.0,HONDA,MOBILIO S I DTEC
Bangalore,2018,75000,Diesel,Automatic,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX CRDI (O) AT
Chennai,2006,87000,Petrol,Manual,Second,15.0,101.0,FORD,FIESTA 1.6 ZXI DURATEC
Mumbai,2010,62000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ 1.2
Hyderabad,2016,41372,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI
Ahmedabad,2015,70000,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
Pune,2017,35000,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,GLA CLASS 200 D SPORT
Hyderabad,2006,71993,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI BSIII
Chennai,2013,62000,Diesel,Automatic,Second,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
Delhi,2015,51000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT LDI
Kochi,2016,26038,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 SPORTZ
Kochi,2018,37713,Diesel,Automatic,Second,12.0,168.0,TOYOTA,FORTUNER 4X4 AT
Kolkata,2011,78088,Petrol,Manual,First,12.0,132.0,TOYOTA,INNOVA 2.0 GX 8 STR
Kochi,2017,30453,Diesel,Manual,First,22.0,98.0,FORD,ECOSPORT 1.5 TDCI TITANIUM
Pune,2016,54000,Petrol,Manual,First,18.0,86.0,FORD,FIGO 1.2P TITANIUM MT
Chennai,2011,190000,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Hyderabad,2012,65097,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE VXI
Coimbatore,2018,28060,Petrol,Automatic,First,12.0,320.0,BMW,7 SERIES 740LI
Pune,2012,282000,Petrol,Manual,First,13.0,160.0,SKODA,SUPERB 1.8 TSI MT
Jaipur,2009,111000,Petrol,Manual,Second,18.0,67.0,MARUTI,WAGON R LXI MINOR
Kochi,2013,63295,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ
Mumbai,2015,35770,Petrol,Manual,First,20.0,91.0,MARUTI,CIAZ VXI PLUS
Hyderabad,2012,125928,Diesel,Manual,First,22.0,126.0,HYUNDAI,ELANTRA CRDI SX
Kolkata,2015,45000,Diesel,Automatic,First,21.0,103.0,SKODA,RAPID 1.5 TDI AT ELEGANCE
Hyderabad,2013,21000,Diesel,Automatic,First,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
Mumbai,2011,54774,Petrol,Automatic,First,11.0,177.0,HONDA,ACCORD 2.4 A/T
Chennai,2014,41123,Petrol,Manual,First,23.0,67.0,MARUTI,CELERIO VXI
Bangalore,2017,17465,Petrol,Automatic,First,12.0,320.0,BMW,7 SERIES 740LI
Chennai,2014,48000,Diesel,Automatic,First,22.0,190.0,BMW,3 SERIES 320D SPORT
Chennai,2011,173000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL TRENDLINE
Pune,2018,12000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE TOUR LDI
Mumbai,2012,34000,Diesel,Automatic,First,12.0,147.0,LAND,ROVER FREELANDER 2 SE
Hyderabad,2012,71360,Diesel,Manual,First,21.0,90.0,HYUNDAI,I20 1.4 CRDI MAGNA
Mumbai,2012,74000,Diesel,Manual,Second,28.0,73.0,MARUTI,DZIRE VDI
Kochi,2018,28937,Diesel,Manual,First,17.0,170.0,JEEP,COMPASS 2.0 LONGITUDE
Hyderabad,2012,82085,Diesel,Manual,First,20.0,88.0,MARUTI,ERTIGA VDI
Bangalore,2011,68465,Petrol,Manual,First,15.0,70.0,FORD,FIGO PETROL ZXI
Coimbatore,2013,63854,Diesel,Manual,First,21.0,86.0,TOYOTA,COROLLA ALTIS 1.4 DG
Chennai,2018,3000,Diesel,Automatic,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS AMT DUAL TONE
Delhi,2009,65055,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Hyderabad,2015,120000,Diesel,Manual,First,15.0,120.0,MAHINDRA,SCORPIO S10 4WD
Mumbai,2014,64241,Petrol,Manual,First,20.0,81.0,HYUNDAI,XCENT 1.2 VTVT SX
Pune,2001,121000,Diesel,Manual,First,15.0,97.0,MERCEDES-BENZ,E-CLASS 220 CDI
Pune,2008,2200,Petrol,Manual,First,15.0,75.0,MAHINDRA,RENAULT LOGAN 1.4 GLX PETROL
Pune,2008,88123,Diesel,Manual,First,18.0,66.0,SKODA,OCTAVIA 1.9 TDI
Pune,2014,79000,Diesel,Automatic,First,12.0,224.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
Bangalore,2016,28143,Diesel,Automatic,First,20.0,190.0,BMW,X1 SDRIVE 20D XLINE
Mumbai,2015,23001,Petrol,Manual,First,15.0,103.0,VOLKSWAGEN,VENTO 2013-2015 1.6 COMFORTLINE
