,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
812,2013,39929,Diesel,Manual,First,20.77,1248,88.8,7.0,6.56,MARUTI,ERTIGA ZDI
813,2014,49000,Petrol,Manual,First,24.07,998,67.1,5.0,2.3,MARUTI,ALTO K10 LXI
814,2004,77757,Diesel,Manual,Second,13.1,2446,75,10.0,3.5,TOYOTA,QUALIS FS B2
815,2016,21456,Petrol,Manual,First,20.36,1197,78.9,5.0,4.55,HYUNDAI,I10 SPORTZ
816,2009,74000,Diesel,Automatic,Second,17.0,1896,105,5.0,7.75,SKODA,LAURA 1.9 TDI AT AMBIENTE
817,2015,37000,Petrol,Manual,Second,18.6,1197,81.83,5.0,5.25,HYUNDAI,I20 ASTA OPTION 1.2
818,2013,108640,Diesel,Automatic,First,11.5,2993,235,5.0,23.29,BMW,5 SERIES 2003-2012 530D HIGHLINE
819,2016,38000,Diesel,Automatic,First,22.69,1995,190,5.0,23.99,BMW,3 SERIES 320D M SPORT
820,2010,80000,Petrol,Manual,First,14.49,1399,92.7,5.0,1.79,CHEVROLET,AVEO 1.4 LT ABS BSIV
821,2011,47000,Diesel,Automatic,Second,14.21,2143,203,5.0,13.9,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
822,2013,31000,Diesel,Automatic,First,17.68,1968,174.33,5.0,18.95,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS
823,2014,40000,Petrol,Manual,First,20.51,998,67.04,5.0,2.49,MARUTI,WAGON R LXI BS IV
824,2016,4152,Petrol,Manual,First,25.17,799,53.3,5.0,3.15,RENAULT,KWID RXT
825,2017,51000,Diesel,Manual,First,21.66,1498,108.62,5.0,6.45,VOLKSWAGEN,AMEO 1.5 TDI HIGHLINE
826,2013,55000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.25,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
827,2014,58500,Petrol,Manual,First,22.74,796,47.3,5.0,2.75,MARUTI,ALTO 800 LXI
828,2017,58620,Petrol,Manual,First,18.6,1197,81.83,5.0,7.14,HYUNDAI,I20 ASTA OPTION 1.2
829,2012,29605,Petrol,Manual,First,18.3,1197,,5.0,2.44,TOYOTA,ETIOS LIVA G
830,2012,71172,Petrol,Manual,Third,17.0,1197,80,5.0,3.5,HYUNDAI,I20 1.2 SPORTZ
831,2017,12000,Diesel,Manual,First,22.54,1396,88.73,5.0,7.3,HYUNDAI,I20 1.4 ASTA
832,2014,25000,Petrol,Manual,First,20.51,998,67.04,5.0,2.75,MARUTI,WAGON R LXI OPTIONAL
833,2017,43000,Diesel,Manual,Second,22.54,1396,88.73,5.0,8.2,HYUNDAI,I20 1.4 ASTA OPTION
834,2015,57022,Petrol,Automatic,First,17.21,1197,103.6,5.0,6.51,VOLKSWAGEN,POLO GT TSI
835,2015,92000,Diesel,Manual,First,20.0,1399,68.05,5.0,4.25,FORD,FIGO DIESEL TITANIUM
836,2014,33372,Petrol,Manual,Second,18.6,1197,85.8,5.0,6.21,MARUTI,SWIFT ZXI
837,2016,52625,Diesel,Manual,First,24.0,1120,70,5.0,4.58,HYUNDAI,GRAND I10 CRDI MAGNA
838,2016,215000,Diesel,Manual,First,14.02,2179,118.3,7.0,7.5,MAHINDRA,XYLO H4
839,2012,65537,CNG,Manual,First,26.83,796,38.4,5.0,2.1,MARUTI,ALTO GREEN LXI (CNG)
840,2014,60138,Petrol,Manual,First,19.81,1086,68.05,5.0,4.09,HYUNDAI,I10 MAGNA 1.1
841,2014,84000,Diesel,Automatic,First,19.3,1968,141,5.0,10.75,SKODA,OCTAVIA ELEGANCE 2.0 TDI AT
842,2014,47000,Diesel,Automatic,First,15.97,2993,258,7.0,41.5,BMW,X5 2014-2019 XDRIVE 30D DESIGN PURE EXPERIENCE 7 SEATER
843,2014,33450,Petrol,Automatic,First,23.1,998,67.04,5.0,4.4,MARUTI,CELERIO VXI AT
844,2013,125000,Diesel,Manual,Second,20.54,1598,103.6,5.0,6.25,VOLKSWAGEN,VENTO DIESEL COMFORTLINE
845,2011,99606,Diesel,Automatic,Second,16.07,1995,181,5.0,10.5,BMW,3 SERIES 320D HIGHLINE
846,2014,64000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.25,MARUTI,ERTIGA ZDI
847,2013,51000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.2,FORD,FIGO DIESEL ZXI
848,2014,57000,Petrol,Manual,First,16.47,1198,74,5.0,3.95,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
849,2009,48040,Diesel,Automatic,Second,16.77,2967,241.38,5.0,12.07,AUDI,A6 3.0 TDI QUATTRO
850,2017,43200,Diesel,Manual,First,13.68,2393,147.8,7.0,18.6,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
851,2013,66000,Diesel,Automatic,First,22.32,1582,126.3,5.0,5.7,HYUNDAI,VERNA 1.6 CRDI EX AT
852,2013,31000,Petrol,Manual,First,17.92,1086,62.1,5.0,1.75,HYUNDAI,SANTRO XING GL PLUS
853,2011,46000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,10.99,AUDI,A4 2.0 TDI
854,2012,47346,Diesel,Automatic,First,16.55,1968,147.51,5.0,14.5,AUDI,A4 2.0 TDI
855,2009,100000,Diesel,Manual,First,17.0,1896,105,5.0,3.11,SKODA,LAURA 1.9 TDI MT AMBIENTE
856,2015,63856,Petrol,Automatic,First,13.7,1997,153.86,5.0,13.96,HONDA,CR-V 2.0L 2WD AT
857,2015,72996,Diesel,Manual,First,22.32,1582,126.32,5.0,7.11,HYUNDAI,VERNA 1.6 SX CRDI (O)
858,2014,23000,Diesel,Manual,First,24.5,1498,98.6,7.0,6.9,HONDA,MOBILIO RS I DTEC
859,2018,15985,Petrol,Manual,First,18.6,1197,81.83,5.0,7.77,HYUNDAI,I20 1.2 ASTA OPTION
860,2011,98000,Diesel,Manual,Second,12.8,2494,102,8.0,5.5,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV
861,2014,70089,Petrol,Manual,First,18.6,1197,81.83,5.0,5.35,HYUNDAI,I20 MAGNA 1.2
862,2011,99000,Diesel,Manual,Second,13.6,2523,63,7.0,4.5,MAHINDRA,BOLERO VLX BS IV
863,2014,72000,Diesel,Manual,First,20.34,1498,103.2,5.0,4.75,VOLKSWAGEN,VENTO 1.5 TDI COMFORTLINE
864,2015,44194,Diesel,Automatic,First,16.36,2179,187.7,5.0,32.8,JAGUAR,XF 2.2 LITRE LUXURY
865,2005,102000,Petrol,Manual,First,17.3,993,60,5.0,0.7,MARUTI,ZEN LXI - BS III
866,2018,56652,Diesel,Automatic,First,13.0,2987,258,5.0,50.29,MERCEDES-BENZ,E-CLASS FACELIFT
867,2010,41650,Diesel,Manual,Second,11.5,2982,171,7.0,10.99,TOYOTA,FORTUNER 3.0 DIESEL
868,2015,61717,Petrol,Automatic,First,18.9,1197,82,5.0,5.57,HYUNDAI,GRAND I10 AT ASTA
869,2018,25302,Diesel,Manual,First,25.4,1186,73.97,5.0,5.9,HYUNDAI,XCENT 1.2 CRDI S
870,2016,47016,Petrol,Manual,First,15.29,1591,121.3,5.0,9.43,HYUNDAI,CRETA 1.6 VTVT S
871,2010,69000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.9,HYUNDAI,I10 SPORTZ
872,2016,32700,Petrol,Manual,First,19.4,1198,86.8,5.0,3.68,HONDA,BRIO S MT
873,2015,101337,Diesel,Automatic,First,12.55,2982,168.5,7.0,21.67,TOYOTA,FORTUNER 4X2 AT
874,2011,59000,Diesel,Automatic,First,16.55,1968,140,5.0,12.5,AUDI,A4 2.0 TDI MULTITRONIC
875,2018,41736,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.92,TOYOTA,INNOVA CRYSTA 2.8 ZX AT
876,2014,71649,Diesel,Manual,First,25.1,1498,98.6,5.0,6.75,HONDA,CITY I DTEC VX
877,2015,80606,Diesel,Manual,First,25.1,1498,98.6,5.0,6.96,HONDA,CITY I DTEC VX
878,2017,63262,Petrol,Manual,First,21.7,999,67,5.0,3.25,RENAULT,KWID 1.0 RXT OPTIONAL
879,2018,5456,Diesel,Manual,First,28.4,1248,74,5.0,8.65,MARUTI,SWIFT DDIS ZDI PLUS
880,2017,7500,Petrol,Automatic,First,23.1,998,67.04,5.0,5.0,MARUTI,CELERIO VXI OPTIONAL AMT
881,2011,66000,Diesel,Manual,First,15.1,2179,140,7.0,5.5,MAHINDRA,XUV500 W8 2WD
882,2010,66770,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.6,HYUNDAI,I10 MAGNA
883,2014,58472,Petrol,Manual,First,19.81,1086,68.05,5.0,3.41,HYUNDAI,I10 MAGNA 1.1
884,2011,46687,Petrol,Manual,First,22.0,1197,81.80,5.0,2.7,MARUTI,DZIRE VXI
885,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995,163.5,5.0,5.5,MARUTI,GRAND VITARA AT
886,2012,7000,Petrol,Automatic,First,14.33,1984,226.6,4.0,35.0,AUDI,TT 40 TFSI
887,2011,48000,Petrol,Automatic,Second,14.74,1991,184,5.0,9.75,MERCEDES-BENZ,NEW C-CLASS C 200 CGI
888,2013,47000,Diesel,Manual,First,21.64,1461,84.8,5.0,4.25,NISSAN,SUNNY 2011-2014 DIESEL XV
889,2015,51530,Petrol,Manual,First,18.9,998,67.1,5.0,3.2,MARUTI,WAGON R LXI
890,2014,25789,Diesel,Manual,Second,23.4,1248,74,5.0,6.85,MARUTI,SWIFT DZIRE ZDI
891,2015,48000,Diesel,Manual,First,25.8,1498,98.6,5.0,4.5,HONDA,AMAZE S I-DTECH
892,2012,52000,Diesel,Manual,First,28.4,1248,74,5.0,3.55,MARUTI,SWIFT ZDI
893,2010,95637,CNG,Manual,Second,13.2,1495,93.7,5.0,1.9,HYUNDAI,ACCENT EXECUTIVE CNG
894,2008,131000,Diesel,Manual,First,10.5,2609,120,7.0,3.6,MAHINDRA,SCORPIO LX 2.6 TURBO
895,2015,42076,Diesel,Automatic,First,13.0,2143,201.1,5.0,21.8,MERCEDES-BENZ,E-CLASS E250 CDI AVANTGRADE
896,2012,76000,Diesel,Manual,Second,13.0,2982,168.5,7.0,13.5,TOYOTA,FORTUNER 4X2 MANUAL
897,2016,20487,Petrol,Manual,First,22.7,799,53.64,5.0,2.66,DATSUN,REDI-GO T OPTION
898,2010,43000,Petrol,Manual,Second,16.8,1497,116.3,5.0,3.75,HONDA,CITY V MT
899,2018,17000,Petrol,Automatic,First,19.16,2494,158.2,5.0,32.0,TOYOTA,CAMRY HYBRID
900,2016,60805,Diesel,Manual,First,26.0,1498,98.6,5.0,8.07,HONDA,CITY I DTEC V
901,2012,58775,Diesel,Manual,First,19.33,1968,138.1,5.0,5.64,VOLKSWAGEN,JETTA 2012-2014 2.0L TDI TRENDLINE
902,2013,70181,Diesel,Automatic,First,17.68,1968,174.33,5.0,23.99,AUDI,A6 2011-2015 2.0 TDI
903,2016,85827,Diesel,Manual,First,20.77,1248,88.76,7.0,7.5,MARUTI,ERTIGA VDI
904,2016,58205,Diesel,Automatic,First,19.27,2143,167.62,5.0,27.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI STYLE
905,2008,91000,Diesel,Manual,Second,19.3,1248,73.9,5.0,2.85,MARUTI,SWIFT DZIRE VDI BSIV
906,2012,74000,Diesel,Manual,First,19.01,1461,108.45,5.0,6.35,RENAULT,DUSTER 110PS DIESEL RXZ PACK
907,2010,79324,Diesel,Manual,First,21.1,1248,73.9,5.0,3.3,MARUTI,RITZ VDI
908,2013,38623,Petrol,Manual,First,19.1,1197,85.8,5.0,5.0,MARUTI,SWIFT DZIRE VXI
909,2014,59923,Diesel,Manual,First,22.9,1248,74,5.0,6.46,MARUTI,SWIFT ZDI
910,2017,23360,Petrol,Manual,First,21.1,814,55.2,5.0,3.75,HYUNDAI,EON SPORTZ
911,2003,61495,Petrol,Manual,Third,17.3,993,60,5.0,1.52,MARUTI,ZEN VXI BSII
912,2012,56661,Petrol,Manual,First,15.1,1196,73,7.0,3.61,MARUTI,EECO 7 SEATER STANDARD
913,2017,40318,Diesel,Automatic,First,14.16,1968,174.3,5.0,43.74,AUDI,Q5 30 TDI QUATTRO PREMIUM
914,2014,60000,Diesel,Automatic,First,15.73,1968,174.33,5.0,20.0,AUDI,Q3 2.0 TDI
915,2008,103000,Diesel,Automatic,Second,0.0,799,,2.0,3.0,SMART,FORTWO CDI AT
916,2010,130000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.65,MARUTI,SWIFT DZIRE VDI
917,2013,20000,Diesel,Manual,First,14.07,1978,83.1,10.0,5.25,TATA,SUMO DX
918,2016,76000,Diesel,Automatic,First,15.97,2993,258,7.0,58.0,BMW,X5 2014-2019 XDRIVE 30D DESIGN PURE EXPERIENCE 7 SEATER
919,2015,30000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.65,HONDA,CITY I-VTEC CVT VX
920,2015,150000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.5,TATA,INDIGO ECS ELX BS IV
921,2014,28000,Petrol,Automatic,First,16.93,1197,103.6,5.0,7.75,VOLKSWAGEN,VENTO TSI
922,2015,74000,Petrol,Manual,First,23.1,998,67.04,5.0,4.15,MARUTI,CELERIO VXI
923,2011,75000,Diesel,Manual,First,11.5,2982,171,7.0,10.85,TOYOTA,FORTUNER 3.0 DIESEL
924,2010,76000,Petrol,Automatic,Second,11.3,2360,170,5.0,5.53,MITSUBISHI,OUTLANDER 2.4
925,2014,64889,Diesel,Automatic,First,15.5,1896,105,5.0,11.5,VOLKSWAGEN,JETTA 2007-2011 1.9 HIGHLINE TDI
926,2010,10000,Petrol,Manual,First,9.0,3436,,2.0,40.0,PORSCHE,CAYMAN 2009-2012 S
927,2015,43000,Diesel,Manual,First,19.67,1582,126.2,5.0,9.25,HYUNDAI,CRETA 1.6 CRDI SX
928,2011,47490,Petrol,Manual,First,17.5,1198,75,5.0,2.29,SKODA,FABIA 1.2 MPI AMBIENTE PETROL
929,2015,80000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.0,FORD,ECOSPORT 1.5 TDCI TITANIUM
930,2007,60000,Petrol,Manual,Second,18.2,1061,64,5.0,1.65,MARUTI,ZEN ESTILO 1.1 LXI BSIII
931,2017,6006,Petrol,Manual,First,20.73,1373,91.1,5.0,8.25,MARUTI,CIAZ 1.4 DELTA
932,2011,71703,Petrol,Automatic,First,14.74,1991,181.03,5.0,9.14,MERCEDES-BENZ,NEW C-CLASS C 200 AVANTGARDE EDITION C
933,2016,33000,Petrol,Manual,First,17.8,1198,86.7,5.0,6.5,HONDA,AMAZE SX I-VTEC
934,2012,60000,Diesel,Manual,First,23.59,1364,,5.0,2.95,TOYOTA,ETIOS GD
935,2015,91000,Diesel,Manual,First,19.87,1461,83.8,5.0,5.75,RENAULT,DUSTER 85PS DIESEL RXL
936,2012,72000,LPG,Manual,First,26.2,998,58.2,5.0,2.85,MARUTI,WAGON R LXI LPG BSIV
937,2011,43000,Petrol,Manual,Second,16.47,1198,73.9,5.0,2.1,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
938,2017,63770,Diesel,Manual,First,19.67,1582,126.2,5.0,13.55,HYUNDAI,CRETA 1.6 SX PLUS DIESEL
939,2012,43510,Diesel,Automatic,First,14.74,2993,270.9,5.0,20.5,JAGUAR,XF DIESEL
940,2017,52000,Diesel,Manual,First,16.3,1956,170,5.0,20.0,JEEP,COMPASS 2.0 LIMITED 4X4
941,2018,31427,Diesel,Automatic,First,15.68,1999,177,5.0,59.72,LAND,ROVER RANGE ROVER EVOQUE 2.0 TD4 HSE DYNAMIC
942,2016,29000,Diesel,Manual,First,27.39,1248,74,5.0,6.5,MARUTI,BALENO ALPHA DIESEL
943,2016,56000,Diesel,Manual,First,28.09,1248,88.5,5.0,7.5,MARUTI,CIAZ ZDI SHVS
944,2007,76000,Petrol,Manual,Second,15.0,1586,104.68,5.0,2.15,MARUTI,SX4 VXI BSIII
945,2015,53615,Diesel,Manual,First,22.7,1582,126.24,5.0,8.44,HYUNDAI,ELANTRA CRDI SX
946,2013,132000,Diesel,Manual,First,13.5,2477,175.56,7.0,12.49,MITSUBISHI,PAJERO SPORT 4X4
947,2017,14800,Petrol,Manual,First,17.0,1198,73.75,5.0,5.48,VOLKSWAGEN,AMEO 1.2 MPI COMFORTLINE
948,2013,35433,Petrol,Manual,First,18.5,1197,85.80,5.0,4.2,MARUTI,RITZ VXI
949,2013,82966,Diesel,Manual,First,16.8,1493,110,5.0,7.2,HYUNDAI,VERNA CRDI SX
950,2014,96000,Diesel,Manual,First,23.4,1248,74,5.0,4.8,MARUTI,SWIFT DZIRE TOUR LDI
951,2017,39528,Diesel,Manual,First,25.32,1198,77,6.0,5.83,MAHINDRA,KUV 100 MFALCON D75 K6
952,2018,92056,Diesel,Manual,First,13.68,2393,147.8,7.0,18.39,TOYOTA,INNOVA CRYSTA 2.4 ZX MT
953,2016,14930,Petrol,Manual,First,21.4,1197,83.1,5.0,5.85,MARUTI,BALENO DELTA 1.2
954,2016,38000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.21,HONDA,JAZZ VX DIESEL
955,2013,71000,Petrol,Manual,First,17.0,1197,80,5.0,3.65,HYUNDAI,I20 1.2 ASTA
956,2012,71000,Diesel,Manual,First,23.0,1396,90,5.0,3.7,HYUNDAI,I20 SPORTZ DIESEL
957,2015,50000,Diesel,Automatic,First,19.27,2143,167.62,5.0,30.0,MERCEDES-BENZ,NEW C-CLASS C 220D AVANTGARDE EDITION C
958,2016,48163,Petrol,Manual,First,19.1,1197,82,5.0,4.85,HYUNDAI,XCENT 1.2 KAPPA BASE
959,2017,19168,Petrol,Automatic,First,18.9,1197,82,5.0,6.93,HYUNDAI,GRAND I10 AT ASTA
960,2016,26000,Petrol,Manual,First,22.74,796,47.3,5.0,2.6,MARUTI,ALTO 800 VXI
961,2014,37400,Petrol,Manual,First,18.2,1199,82.5,5.0,1.89,CHEVROLET,SAIL HATCHBACK 1.2 LS
962,2018,8682,Diesel,Automatic,First,0.0,1950,194,5.0,39.5,MERCEDES-BENZ,C-CLASS PROGRESSIVE C 220D
963,2012,95000,Petrol,Automatic,First,13.7,1798,157.75,5.0,10.0,SKODA,SUPERB ELEGANCE 1.8 TSI AT
964,2009,34000,Diesel,Automatic,First,16.55,1968,147.51,5.0,9.95,AUDI,A4 2.0 TDI
965,2014,95000,Diesel,Manual,Second,12.8,2494,102,8.0,9.45,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV
966,2017,13689,Diesel,Automatic,First,17.9,2143,136,5.0,28.25,MERCEDES-BENZ,CLA 200 CDI SPORT
967,2008,84000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1.8,HYUNDAI,I10 ERA
968,2008,47000,Petrol,Manual,Second,17.5,1298,85.8,5.0,1.4,MARUTI,SWIFT DZIRE VXI
969,2015,60001,Diesel,Automatic,First,21.66,1498,103.52,5.0,7.25,SKODA,RAPID 1.5 TDI AT AMBITION
970,2012,96000,Diesel,Manual,First,21.1,1248,73.9,5.0,3.6,MARUTI,RITZ VDI
971,2004,47300,Petrol,Manual,Second,14.4,1599,94,5.0,1.2,HYUNDAI,ACCENT GLS 1.6
972,2014,28246,Petrol,Manual,Second,17.8,1198,86.7,5.0,4.94,HONDA,AMAZE SX I-VTEC
973,2007,65000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,MARUTI,WAGON R LXI
974,2013,68000,Diesel,Manual,Second,22.07,1199,73.9,5.0,4.8,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
975,2019,11209,Diesel,Automatic,First,12.62,2198,158,7.0,31.15,FORD,ENDEAVOUR 2.2 TREND AT 4X2
976,2011,41980,Petrol,Manual,Second,17.0,1197,80,5.0,3.3,HYUNDAI,I20 1.2 SPORTZ
977,2012,65000,Diesel,Manual,First,25.44,936,57.6,5.0,2.4,CHEVROLET,BEAT DIESEL PS
978,2010,38000,Petrol,Manual,First,14.8,1799,130.2,5.0,2.0,HONDA,CIVIC 2010-2013 1.8 V MT
979,2014,51000,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,MARUTI,WAGON R VXI BS IV
980,2014,33855,Petrol,Manual,First,15.0,1598,103.6,5.0,5.09,SKODA,RAPID 1.6 MPI AMBITION PLUS
981,2006,146000,Petrol,Manual,Second,15.4,1590,94,5.0,1.05,MARUTI,BALENO VXI - BSIII
982,2015,47037,Diesel,Manual,Second,22.77,1498,98.59,5.0,7.0,FORD,ECOSPORT 1.5 TDCI TITANIUM
983,2010,58000,Petrol,Manual,Second,13.2,1495,94,5.0,2.5,HYUNDAI,ACCENT GLE
984,2012,61240,Diesel,Automatic,First,22.48,1995,190,5.0,17.5,BMW,5 SERIES 520D LUXURY LINE
985,2011,91211,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,MARUTI,ALTO K10 2010-2014 VXI
986,2013,84000,Diesel,Automatic,First,15.73,1968,174.33,5.0,17.75,AUDI,Q3 2012-2015 2.0 TDI QUATTRO PREMIUM PLUS
987,2008,64226,LPG,Manual,First,17.3,1061,57.5,5.0,1.45,MARUTI,WAGON R LXI DUO BSIII
988,2005,67000,Petrol,Automatic,Second,11.3,1794,125,5.0,2.45,TOYOTA,COROLLA H4
989,2011,106976,Diesel,Automatic,First,13.5,2400,215,5.0,13.8,VOLVO,XC60 D5
990,2016,27210,Diesel,Manual,First,27.3,1498,98.6,5.0,5.85,HONDA,JAZZ 1.5 VX I DTEC
991,2017,26322,Diesel,Manual,First,28.09,1248,88.5,5.0,8.9,MARUTI,CIAZ 1.3 ALPHA
992,2016,9107,Petrol,Manual,First,20.4,1197,81.80,5.0,5.15,MARUTI,SWIFT VXI BSIV
993,2015,63983,Diesel,Automatic,First,19.27,2143,170,5.0,16.56,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
994,2010,134000,Petrol,Manual,Second,18.9,1061,67,5.0,1.65,MARUTI,WAGON R VXI MINOR
995,2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5.0,16.0,MERCEDES-BENZ,A CLASS A180 SPORT
996,2008,93000,Petrol,Manual,First,0.0,1086,62,5.0,1.45,HYUNDAI,SANTRO XING GL
997,2017,24852,Diesel,Automatic,First,26.59,1248,74,5.0,8.08,MARUTI,SWIFT DZIRE AMT ZDI
998,2014,37632,Petrol,Automatic,First,18.9,1197,82,5.0,4.5,HYUNDAI,GRAND I10 AT ASTA
999,2013,55000,Petrol,Manual,Second,16.95,1498,97.7,5.0,4.3,NISSAN,SUNNY 2011-2014 XV SPECIAL EDITION
1000,2010,81448,Petrol,Manual,First,19.0,998,66.1,5.0,2.6,MARUTI,A-STAR LXI
1001,2018,1900,Petrol,Manual,First,25.17,799,53.3,5.0,4.45,RENAULT,KWID RXT OPTIONAL
1002,2012,54957,Petrol,Automatic,First,17.1,1591,121.4,5.0,5.37,HYUNDAI,VERNA 1.6 SX VTVT (O) AT
1003,2008,55000,Petrol,Manual,Second,18.9,1061,67,5.0,1.75,MARUTI,WAGON R LXI MINOR
1004,2013,21983,Diesel,Automatic,First,18.88,1995,184,5.0,16.5,BMW,3 SERIES 320D SPORT LINE
1005,2013,76000,Diesel,Automatic,First,18.48,1995,177,5.0,19.0,BMW,5 SERIES 2003-2012 520D
1006,2016,65000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.8,TATA,INDIGO CS EVX
1007,2015,26000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.2,HYUNDAI,I20 SPORTZ 1.4 CRDI
1008,2019,11571,Petrol,Manual,First,16.8,796,34.2,8.0,3.8,MARUTI,OMNI E MPI STD BS IV
1009,2014,81000,Diesel,Manual,First,25.2,1248,74,5.0,6.1,MARUTI,SWIFT ZDI
1010,2019,23154,Diesel,Manual,First,23.0,1498,98.96,5.0,11.65,FORD,ECOSPORT SIGNATURE EDITION DIESEL
1011,2014,26856,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.15,HONDA,BRIO VX AT
1012,2017,67489,Diesel,Manual,First,13.68,2393,147.8,7.0,16.5,TOYOTA,INNOVA CRYSTA 2.4 GX MT
1013,2008,176000,Diesel,Manual,Second,10.5,2179,120,8.0,4.3,MAHINDRA,SCORPIO 2.6 LX
1014,2010,18000,Petrol,Manual,First,18.5,1197,80,5.0,2.25,HYUNDAI,I20 1.2 MAGNA
1015,2014,63003,Diesel,Manual,First,22.32,1582,126.32,5.0,6.75,HYUNDAI,VERNA 1.6 SX
1016,2014,80000,Diesel,Manual,First,15.1,2179,140,7.0,9.4,MAHINDRA,XUV500 W6 2WD
1017,2014,56658,Diesel,Manual,First,20.64,1498,108.5,5.0,5.39,VOLKSWAGEN,VENTO 1.5 TDI COMFORTLINE
1018,2019,18592,Diesel,Manual,First,26.59,1248,74,5.0,8.51,MARUTI,SWIFT DZIRE VDI OPTIONAL
1019,2010,75695,Petrol,Manual,First,13.7,1368,88.8,5.0,1.85,TATA,MANZA AURA SAFIRE BS IV
1020,2012,82000,Diesel,Manual,Second,22.9,1248,74,5.0,2.5,MARUTI,SWIFT VDI
1021,2013,60000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.75,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L
1022,2009,138000,Petrol,Manual,Second,17.0,1497,118,5.0,3.5,HONDA,CITY 1.5 V MT
1023,2014,67000,Diesel,Manual,First,23.0,1396,90,5.0,5.5,HYUNDAI,I20 ASTA (O) 1.4 CRDI (DIESEL)
1024,2012,42750,Petrol,Manual,First,17.0,1497,118,5.0,6.33,HONDA,CITY 1.5 V MT
1025,2014,52398,Diesel,Manual,First,25.44,936,57.6,5.0,2.47,CHEVROLET,BEAT DIESEL
1026,2014,36657,Petrol,Manual,First,16.2,995,62.1,5.0,3.3,CHEVROLET,SPARK 1.0 LS
1027,2011,77000,Diesel,Manual,Second,11.57,2179,138.1,7.0,3.5,TATA,NEW SAFARI DICOR 2.2 EX 4X2
1028,2014,85000,Diesel,Automatic,First,11.3,2987,254.8,7.0,38.75,MERCEDES-BENZ,GL-CLASS 350 CDI BLUE EFFICIENCY
1029,2008,112500,Diesel,Automatic,First,11.5,2993,235,5.0,7.99,BMW,5 SERIES 2003-2012 530D HIGHLINE
1030,2013,105072,Diesel,Manual,First,14.24,2755,174.5,7.0,13.28,TOYOTA,FORTUNER 2.8 4WD MT
1031,2012,80000,Petrol,Automatic,First,11.25,1995,150,5.0,9.5,BMW,X1 SDRIVE 18I
1032,2019,3102,Diesel,Manual,First,20.37,1461,108.45,5.0,14.01,RENAULT,CAPTUR 1.5 DIESEL PLATINE MONO
1033,2016,14656,Diesel,Manual,First,24.4,1120,71,5.0,6.99,HYUNDAI,XCENT 1.1 CRDI S
1034,2010,105000,Diesel,Automatic,Second,13.2,1995,170,5.0,11.0,BMW,3 SERIES 320D
1035,2008,61000,Petrol,Automatic,Second,10.8,2497,215,5.0,11.0,BMW,5 SERIES 2010-2013 525I
1036,2010,85046,Petrol,Manual,Second,18.06,1198,75,5.0,2.3,NISSAN,MICRA XE
1037,2014,48000,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.5,JAGUAR,XF 2.2 LITRE LUXURY
1038,2011,55000,Diesel,Automatic,First,10.2,4367,308,7.0,67.0,LAND,ROVER RANGE ROVER TDV8 (DIESEL)
1039,2017,4000,Petrol,Automatic,First,16.0,1368,160,5.0,17.75,JEEP,COMPASS 1.4 LIMITED OPTION
1040,2010,94000,Petrol,Automatic,Second,10.1,2354,152,5.0,4.8,HONDA,CR-V 2.4 AT
1041,2013,61110,Petrol,Manual,First,18.6,1197,85.8,5.0,4.57,MARUTI,SWIFT VXI
