,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,brand,model,Engine 
1816,2019,27339,Petrol,Manual,First,18.6,18.6,6.27,HYUNDAI,I20 1.2,1197.0
1817,2017,25000,Diesel,Manual,First,23.9,23.9,8.65,HYUNDAI,VERNA 1.6,1582.0
1818,2014,37000,Petrol,Manual,First,18.9,18.9,3.5,HYUNDAI,GRAND I10,1197.0
1819,2015,56000,Diesel,Automatic,First,14.16,14.16,35.0,AUDI,Q5 2.0,1968.0
1820,2015,27000,Petrol,Manual,First,17.5,17.5,4.45,MARUTI,SWIFT DZIRE,1298.0
1821,2012,37000,Petrol,Manual,First,18.5,18.5,2.65,HYUNDAI,I20 MAGNA,1197.0
1822,2017,10500,Diesel,Manual,First,25.32,25.32,4.7,MAHINDRA,KUV 100,1198.0
1823,2014,49000,Diesel,Automatic,First,18.23,18.23,8.9,HYUNDAI,ELANTRA 1.6,1582.0
1824,2017,7000,Diesel,Manual,First,17.1,17.1,17.45,JEEP,COMPASS 2.0,1956.0
1825,2017,71256,Diesel,Manual,First,24.3,24.3,9.58,MARUTI,VITARA BREZZA,1248.0
1826,2012,83184,Petrol,Manual,First,14.28,14.28,6.22,TOYOTA,COROLLA ALTIS,1798.0
1827,2013,87284,Diesel,Manual,First,15.1,15.1,7.8,MAHINDRA,XUV500 W8,2179.0
1828,2016,7000,Diesel,Automatic,First,20.68,20.68,27.75,BMW,X1 XDRIVE,1995.0
1829,2015,29000,Diesel,Manual,Second,22.54,22.54,7.0,HYUNDAI,I20 MAGNA,1396.0
1830,2017,33552,Diesel,Automatic,First,11.57,11.57,64.87,MERCEDES-BENZ,GLE 350D,2987.0
1831,2013,64000,Diesel,Manual,Second,17.3,17.3,6.5,CHEVROLET,CRUZE LTZ,1998.0
1832,2011,82000,Petrol,Manual,Second,18.5,18.5,2.7,HYUNDAI,I20 1.2,1197.0
1833,2012,70000,Petrol,Manual,Second,19.4,19.4,2.5,HONDA,BRIO S,1198.0
1834,2013,166194,Diesel,Manual,First,19.3,19.3,3.9,NISSAN,EVALIA 2013,1461.0
1835,2015,58000,Petrol,Manual,First,16.47,16.47,3.95,VOLKSWAGEN,POLO PETROL,1198.0
1836,2010,77000,Petrol,Manual,Second,20.36,20.36,2.1,HYUNDAI,I10 SPORTZ,1197.0
1837,2009,73204,Diesel,Automatic,Third,18.1,18.1,3.5,CHEVROLET,CRUZE LTZ,1991.0
1838,2007,70000,Petrol,Manual,Second,19.81,19.81,2.0,HYUNDAI,I10 ERA,1086.0
1839,2014,79870,Diesel,Manual,First,20.77,20.77,5.35,MARUTI,ERTIGA VDI,1248.0
1840,2013,90000,Diesel,Manual,First,25.8,25.8,3.8,HONDA,AMAZE S,1498.0
1841,2016,17000,Petrol,Automatic,First,15.5,15.5,17.25,MERCEDES-BENZ,A CLASS,1595.0
1842,2018,46493,Petrol,Manual,First,18.9,18.9,5.53,HYUNDAI,GRAND I10,1197.0
1843,2009,68000,Petrol,Manual,Third,20.36,20.36,1.95,HYUNDAI,I10 SPORTZ,1197.0
1844,2017,2000,Diesel,Manual,First,28.4,28.4,8.2,MARUTI,SWIFT DDIS,1248.0
1845,1999,140000,Petrol,Manual,First,13.0,13.0,0.9,HONDA,CITY 1.3,1343.0
1846,2013,255000,Diesel,Manual,Third,12.99,12.99,6.5,TOYOTA,INNOVA 2.5,2494.0
1847,2014,45535,Diesel,Automatic,First,23.8,23.8,19.41,MINI,COOPER COUNTRYMAN,1998.0
1848,2016,39228,Petrol,Manual,First,15.7,15.7,6.58,FIAT,LINEA T-JET,1368.0
1849,2011,57000,Petrol,Manual,Second,14.49,14.49,2.1,CHEVROLET,AVEO 1.4,1399.0
1850,2008,85445,Petrol,Manual,Second,19.81,19.81,2.0,HYUNDAI,I10 ERA,1086.0
1851,2015,54000,Diesel,Manual,First,24.4,24.4,3.7,HYUNDAI,XCENT 1.1,1120.0
1852,2014,53000,Petrol,Automatic,First,23.1,23.1,3.8,MARUTI,CELERIO VXI,998.0
1853,2014,60000,Petrol,Manual,First,20.36,20.36,3.25,HYUNDAI,I10 SPORTZ,1197.0
1854,2015,65668,Diesel,Manual,First,19.87,19.87,5.53,RENAULT,DUSTER 85PS,1461.0
1855,2011,100000,Diesel,Automatic,Second,22.69,22.69,10.9,BMW,3 SERIES,1995.0
1856,2018,1800,Petrol,Manual,First,18.9,18.9,5.1,HYUNDAI,GRAND I10,1197.0
1857,2007,96000,Petrol,Manual,Second,0.0,0.0,2.2,HYUNDAI,SANTRO DX,999.0
1858,2009,44200,Petrol,Manual,Second,18.0,18.0,1.6,CHEVROLET,SPARK 1.0,995.0
1859,2018,14000,Petrol,Manual,First,17.4,17.4,11.25,HONDA,CITY I,1497.0
1860,2013,720000,Diesel,Manual,First,20.54,20.54,5.9,VOLKSWAGEN,VENTO DIESEL,1598.0
1861,2012,73000,Diesel,Automatic,First,11.5,11.5,14.4,TOYOTA,FORTUNER 4X2,2982.0
1862,2011,68000,Petrol,Manual,First,17.0,17.0,3.6,HONDA,CITY 1.5,1497.0
1863,2017,19543,Diesel,Automatic,First,18.12,18.12,40.5,BMW,5 SERIES,1995.0
1864,2014,38000,Diesel,Automatic,Second,14.16,14.16,38.95,AUDI,Q5 30,1968.0
1865,2014,32805,Diesel,Manual,First,23.2,23.2,3.6,MARUTI,RITZ LDI,1248.0
1866,2016,44782,Diesel,Automatic,First,21.21,21.21,7.12,VOLKSWAGEN,VENTO 1.5,1498.0
1867,2016,55700,Diesel,Manual,First,26.0,26.0,7.52,HONDA,CITY I,1498.0
1868,2012,60000,Diesel,Automatic,Second,15.2,15.2,10.35,AUDI,A4 NEW,1968.0
1869,2014,56000,Petrol,Manual,First,15.0,15.0,7.0,SKODA,RAPID 1.6,1598.0
1870,2011,60000,Diesel,Manual,First,11.5,11.5,10.85,TOYOTA,FORTUNER 3.0,2982.0
1871,2010,78563,Diesel,Manual,First,16.52,16.52,2.35,CHEVROLET,OPTRA MAGNUM,1991.0
1872,2014,34669,Petrol,Manual,First,15.1,15.1,2.9,MARUTI,EECO 7,1196.0
1873,2017,17000,Petrol,Manual,First,20.73,20.73,7.65,MARUTI,CIAZ ZXI,1373.0
1874,2016,66000,Diesel,Manual,First,28.09,28.09,6.4,MARUTI,CIAZ VDI,1248.0
1875,2014,102418,Diesel,Manual,First,12.99,12.99,10.1,TOYOTA,INNOVA 2.5,2494.0
1876,2014,48800,Petrol,Manual,First,19.1,19.1,4.25,MARUTI,SWIFT DZIRE,1197.0
1877,2019,10601,Diesel,Automatic,First,11.36,11.36,19.65,TOYOTA,INNOVA CRYSTA,2755.0
1878,2017,8200,Diesel,Manual,First,25.0,25.0,4.4,TATA,INDICA V2,1396.0
1879,2012,100000,Petrol,Manual,First,18.5,18.5,3.25,HYUNDAI,I20 MAGNA,1197.0
1880,2012,78000,Diesel,Manual,First,17.8,17.8,2.8,FORD,FIESTA 1.4,1399.0
1881,2015,50000,Diesel,Manual,First,18.2,18.2,4.3,CHEVROLET,ENJOY 1.3,1248.0
1882,2006,89327,Diesel,Manual,Third,17.8,17.8,1.55,FORD,FIESTA 1.4,1399.0
1883,2007,98000,Petrol,Manual,Second,10.8,10.8,4.7,HONDA,CR-V 2.4,2354.0
1884,2017,24700,Petrol,Manual,First,18.7,18.7,7.07,HONDA,JAZZ 1.2,1199.0
1885,2018,6000,Diesel,Automatic,First,11.0,11.0,79.0,MERCEDES-BENZ,GLS 350D,2987.0
1886,2018,9434,Petrol,Manual,First,18.9,18.9,5.75,HYUNDAI,GRAND I10,1197.0
1887,2012,29000,Petrol,Manual,First,18.5,18.5,3.25,MARUTI,RITZ VXI,1197.0
1888,2017,22440,Diesel,Automatic,First,22.0,22.0,8.89,VOLKSWAGEN,AMEO 1.5,1498.0
1889,2015,73070,Petrol,Manual,First,17.4,17.4,5.9,HONDA,CITY I,1497.0
1890,2016,21771,Petrol,Manual,First,18.7,18.7,4.95,HONDA,JAZZ 1.2,1199.0
1891,2014,62000,Diesel,Manual,First,17.8,17.8,3.75,MARUTI,SWIFT LDI,1248.0
1892,2017,37024,Diesel,Automatic,First,17.01,17.01,10.97,HYUNDAI,CRETA 1.6,1582.0
1893,2014,60336,Diesel,Automatic,Second,14.4,14.4,24.94,AUDI,A7 2011-2015,2967.0
1894,2014,26008,Petrol,Manual,First,21.1,21.1,1.97,HYUNDAI,EON D,814.0
1895,2010,90000,Diesel,Manual,Second,20.0,20.0,1.4,FORD,FIGO DIESEL,1399.0
1896,2018,35569,Petrol,Manual,First,17.0,17.0,7.27,VOLKSWAGEN,AMEO 1.2,1198.0
1897,2013,40000,Diesel,Manual,First,21.64,21.64,4.0,RENAULT,SCALA DIESEL,1461.0
1898,2015,45000,Petrol,Manual,First,18.7,18.7,4.75,HONDA,JAZZ 1.2,1199.0
1899,2015,42000,Petrol,Manual,First,17.0,17.0,5.1,HYUNDAI,I20 1.2,1197.0
1900,2012,46913,Diesel,Automatic,First,14.94,14.94,16.11,AUDI,A4 3.0,2967.0
1901,2014,62000,Diesel,Automatic,First,11.18,11.18,10.55,MAHINDRA,SSANGYONG REXTON,2696.0
1902,2017,15000,Diesel,Automatic,First,12.9,12.9,30.0,TOYOTA,FORTUNER 2.8,2755.0
1903,2002,69000,Diesel,Manual,First,18.7,18.7,1.6,SKODA,OCTAVIA CLASSIC,1896.0
1904,2012,41367,Diesel,Automatic,First,15.8,15.8,18.49,MERCEDES-BENZ,NEW C-CLASS,2148.0
1905,2018,15982,Petrol,Manual,First,20.73,20.73,9.96,MARUTI,CIAZ 1.4,1373.0
1906,2013,99595,Diesel,Manual,Second,22.9,22.9,4.75,MARUTI,SWIFT ZDI,1248.0
1907,2002,63000,Diesel,Manual,Third,13.1,13.1,3.65,TOYOTA,QUALIS FS,2446.0
1908,2012,49000,Diesel,Automatic,Second,16.73,16.73,15.5,BMW,5 SERIES,2495.0
1909,2013,48272,Diesel,Manual,First,10.5,10.5,11.82,MITSUBISHI,PAJERO 2.8,2835.0
1910,2008,63000,Petrol,Manual,First,13.4,13.4,2.05,TOYOTA,COROLLA H2,1794.0
1911,2016,77000,CNG,Manual,First,26.6,26.6,3.3,MARUTI,WAGON R,998.0
1912,2013,11734,Petrol,Manual,First,16.8,16.8,2.25,MARUTI,OMNI E,796.0
1913,2014,62012,Diesel,Automatic,First,17.68,17.68,20.12,AUDI,A6 2011-2015,1968.0
1914,2017,46000,CNG,Manual,First,25.0,25.0,4.95,HYUNDAI,XCENT 1.2,1197.0
1915,2016,45449,Diesel,Manual,First,27.3,27.3,7.48,HONDA,JAZZ 1.5,1498.0
1916,2004,85000,Petrol,Automatic,Second,10.5,10.5,5.5,MERCEDES-BENZ,E-CLASS 200,1796.0
1917,2005,88000,Petrol,Manual,Second,13.0,13.0,1.7,HONDA,CITY 1.5,1493.0
1918,2013,45330,Diesel,Automatic,First,16.55,16.55,13.19,AUDI,A4 2.0,1968.0
1919,2012,88000,Petrol,Manual,First,19.1,19.1,3.85,MARUTI,SWIFT DZIRE,1197.0
1920,2016,45376,Diesel,Manual,First,28.4,28.4,5.75,MARUTI,DZIRE VDI,1248.0
1921,2014,81000,Diesel,Manual,First,15.1,15.1,9.0,MAHINDRA,XUV500 W8,2179.0
1922,2012,83381,Petrol,Manual,First,18.6,18.6,2.21,CHEVROLET,BEAT LT,1199.0
1923,2017,78526,Diesel,Manual,First,23.0,23.0,8.09,FORD,ECOSPORT 1.5,1498.0
1924,2017,27313,Diesel,Automatic,First,14.69,14.69,48.63,BMW,5 SERIES,2993.0
1925,2015,42747,Diesel,Automatic,Second,14.16,14.16,39.47,AUDI,Q5 30,1968.0
1926,2015,42265,Diesel,Automatic,Second,20.68,20.68,22.24,BMW,X1 SDRIVE,1995.0
1927,2009,21000,Petrol,Automatic,First,19.2,19.2,2.6,HYUNDAI,I10 MAGNA,1197.0
1928,2016,55100,Diesel,Automatic,First,17.01,17.01,12.0,HYUNDAI,CRETA 1.6,1582.0
1929,2014,70000,Diesel,Automatic,First,17.11,17.11,18.0,AUDI,A4 2.0,1968.0
1930,2007,55000,Petrol,Automatic,Third,10.13,10.13,9.99,MERCEDES-BENZ,S CLASS,3498.0
1931,2012,58235,Petrol,Manual,First,20.36,20.36,2.45,HYUNDAI,I10 MAGNA,1197.0
1932,2017,26000,Diesel,Manual,First,23.0,23.0,8.99,FORD,ECOSPORT 1.5,1498.0
1933,2011,35000,Diesel,Manual,First,20.54,20.54,3.15,VOLKSWAGEN,VENTO DIESEL,1598.0
1934,2017,24000,Diesel,Manual,First,28.4,28.4,8.2,MARUTI,DZIRE ZDI,1248.0
1935,2016,98000,Diesel,Manual,First,15.4,15.4,11.5,MAHINDRA,SCORPIO 1.99,1997.0
1936,2016,44487,Diesel,Manual,First,22.54,22.54,7.3,HYUNDAI,I20 ASTA,1396.0
1937,2008,65000,Petrol,Manual,First,19.7,19.7,1.59,MARUTI,ALTO LXI,796.0
1938,2015,34951,Petrol,Manual,Second,20.36,20.36,3.15,HYUNDAI,I10 MAGNA,1197.0
1939,2015,52373,Diesel,Manual,Second,15.4,15.4,8.5,MAHINDRA,SCORPIO S6,2179.0
1940,2010,66285,Diesel,Manual,First,19.5,19.5,3.0,SKODA,FABIA 1.2L,1199.0
1941,2012,66000,Diesel,Automatic,First,15.3,15.3,21.0,BMW,X5 XDRIVE,2993.0
1942,2016,43000,Diesel,Manual,First,27.3,27.3,7.75,HONDA,JAZZ 1.5,1498.0
1943,2013,45200,Diesel,Automatic,First,10.0,10.0,23.0,MERCEDES-BENZ,E-CLASS 2009-2013,2148.0
1944,2016,41000,Diesel,Automatic,First,16.0,16.0,13.75,MAHINDRA,XUV500 AT,2179.0
1945,2017,39430,Petrol,Automatic,First,18.0,18.0,8.29,HONDA,CITY I,1497.0
1946,2014,83274,Diesel,Manual,First,22.9,22.9,5.79,MARUTI,SWIFT VDI,1248.0
1947,2017,32324,Diesel,Automatic,First,14.84,14.84,30.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
1948,2011,49999,Petrol,Manual,First,17.0,17.0,3.8,HONDA,CITY 1.5,1497.0
1949,2014,66000,Diesel,Manual,First,15.3,15.3,4.45,TATA,SUMO EX,2956.0
1950,2012,54000,Petrol,Manual,First,18.5,18.5,3.3,HYUNDAI,I20 MAGNA,1197.0
1951,2009,80000,Diesel,Manual,Second,20.4,20.4,1.75,FIAT,LINEA 1.3,1248.0
1952,2011,72000,Petrol,Automatic,Second,12.9,12.9,5.5,HONDA,CIVIC 2006-2010,1799.0
1953,2017,44865,Diesel,Manual,First,19.67,19.67,13.35,HYUNDAI,CRETA 1.6,1582.0
1954,2017,22000,Diesel,Automatic,Second,20.38,20.38,22.5,AUDI,A3 35,1968.0
1955,2013,57478,Petrol,Manual,Second,17.0,17.0,5.25,HYUNDAI,VERNA VTVT,1591.0
1956,2011,75000,Diesel,Manual,First,21.9,21.9,3.75,HYUNDAI,I20 1.4,1396.0
1957,2015,50624,Diesel,Manual,First,24.2,24.2,6.32,HONDA,MOBILIO S,1498.0
1958,2018,75000,Diesel,Automatic,First,22.32,22.32,7.75,HYUNDAI,VERNA 1.6,1582.0
1959,2006,87000,Petrol,Manual,Second,15.3,15.3,1.37,FORD,FIESTA 1.6,1596.0
1960,2010,62000,Petrol,Manual,First,20.36,20.36,2.1,HYUNDAI,I10 SPORTZ,1197.0
1961,2016,41372,Diesel,Manual,First,24.3,24.3,9.3,MARUTI,VITARA BREZZA,1248.0
1962,2015,70000,Diesel,Manual,First,12.99,12.99,12.0,TOYOTA,INNOVA 2.5,2494.0
1963,2017,35000,Diesel,Automatic,First,17.9,17.9,23.5,MERCEDES-BENZ,GLA CLASS,2143.0
1964,2006,71993,Petrol,Manual,First,19.7,19.7,1.8,MARUTI,ALTO LXI,796.0
1965,2013,62000,Diesel,Automatic,Second,14.84,14.84,12.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
1966,2015,51000,Diesel,Manual,First,22.9,22.9,4.74,MARUTI,SWIFT LDI,1248.0
1967,2016,26038,Petrol,Manual,First,18.9,18.9,5.43,HYUNDAI,GRAND I10,1197.0
1968,2018,37713,Diesel,Automatic,Second,12.55,12.55,31.62,TOYOTA,FORTUNER 4X4,2982.0
1969,2011,78088,Petrol,Manual,First,12.4,12.4,6.3,TOYOTA,INNOVA 2.0,1998.0
1970,2017,30453,Diesel,Manual,First,22.77,22.77,8.45,FORD,ECOSPORT 1.5,1498.0
1971,2016,54000,Petrol,Manual,First,18.16,18.16,5.0,FORD,FIGO 1.2P,1196.0
1972,2011,190000,Diesel,Manual,First,11.5,11.5,13.0,TOYOTA,FORTUNER 3.0,2982.0
1973,2012,65097,Petrol,Manual,First,19.1,19.1,4.7,MARUTI,SWIFT DZIRE,1197.0
1974,2018,28060,Petrol,Automatic,First,12.05,12.05,93.67,BMW,7 SERIES,2979.0
1975,2012,282000,Petrol,Manual,First,13.14,13.14,3.3,SKODA,SUPERB 1.8,1798.0
1976,2009,111000,Petrol,Manual,Second,18.9,18.9,1.51,MARUTI,WAGON R,1061.0
1977,2013,63295,Diesel,Manual,First,19.01,19.01,6.09,RENAULT,DUSTER 110PS,1461.0
1978,2015,35770,Petrol,Manual,First,20.73,20.73,5.95,MARUTI,CIAZ VXI,1373.0
1979,2012,125928,Diesel,Manual,First,22.7,22.7,9.0,HYUNDAI,ELANTRA CRDI,1582.0
1980,2015,45000,Diesel,Automatic,First,21.66,21.66,4.25,SKODA,RAPID 1.5,1498.0
1981,2013,21000,Diesel,Automatic,First,14.84,14.84,23.5,MERCEDES-BENZ,NEW C-CLASS,2143.0
1982,2011,54774,Petrol,Automatic,First,11.7,11.7,6.35,HONDA,ACCORD 2.4,2354.0
1983,2014,41123,Petrol,Manual,First,23.1,23.1,3.4,MARUTI,CELERIO VXI,998.0
1984,2017,17465,Petrol,Automatic,First,12.05,12.05,93.0,BMW,7 SERIES,2979.0
1985,2014,48000,Diesel,Automatic,First,22.69,22.69,21.6,BMW,3 SERIES,1995.0
1986,2011,173000,Diesel,Manual,First,20.54,20.54,4.0,VOLKSWAGEN,VENTO DIESEL,1598.0
1987,2018,12000,Diesel,Manual,First,23.4,23.4,5.5,MARUTI,SWIFT DZIRE,1248.0
1988,2012,34000,Diesel,Automatic,First,12.39,12.39,19.25,LAND,ROVER FREELANDER,2179.0
1989,2012,71360,Diesel,Manual,First,21.9,21.9,3.95,HYUNDAI,I20 1.4,1396.0
1990,2012,74000,Diesel,Manual,Second,28.4,28.4,4.25,MARUTI,DZIRE VDI,1248.0
1991,2018,28937,Diesel,Manual,First,17.1,17.1,17.02,JEEP,COMPASS 2.0,1956.0
1992,2012,82085,Diesel,Manual,First,20.77,20.77,6.5,MARUTI,ERTIGA VDI,1248.0
1993,2011,68465,Petrol,Manual,First,15.6,15.6,2.95,FORD,FIGO PETROL,1196.0
1994,2013,63854,Diesel,Manual,First,21.43,21.43,7.12,TOYOTA,COROLLA ALTIS,1364.0
1995,2018,3000,Diesel,Automatic,First,24.3,24.3,11.25,MARUTI,VITARA BREZZA,1248.0
1996,2009,65055,Petrol,Manual,First,17.0,17.0,2.75,HONDA,CITY 1.5,1497.0
1997,2015,120000,Diesel,Manual,First,15.4,15.4,12.0,MAHINDRA,SCORPIO S10,2179.0
1998,2014,64241,Petrol,Manual,First,20.14,20.14,3.67,HYUNDAI,XCENT 1.2,1197.0
1999,2001,121000,Diesel,Manual,First,15.0,15.0,5.0,MERCEDES-BENZ,E-CLASS 220,2148.0
2000,2008,2200,Petrol,Manual,First,15.7,15.7,2.3,MAHINDRA,RENAULT LOGAN,1390.0
2001,2008,88123,Diesel,Manual,First,18.7,18.7,2.2,SKODA,OCTAVIA 1.9,1896.0
2002,2014,79000,Diesel,Automatic,First,12.0,12.0,41.0,MERCEDES-BENZ,GL-CLASS 2007,2987.0
2003,2016,28143,Diesel,Automatic,First,20.68,20.68,28.5,BMW,X1 SDRIVE,1995.0
2004,2015,23001,Petrol,Manual,First,15.04,15.04,5.49,VOLKSWAGEN,VENTO 2013-2015,1598.0
2005,2013,82002,Diesel,Automatic,Second,16.55,16.55,17.5,AUDI,A4 2.0,1968.0
2006,2009,75000,Diesel,Manual,First,13.8,13.8,1.99,FORD,IKON 1.4,1399.0
2007,2016,37451,Diesel,Manual,First,22.32,22.32,6.64,HYUNDAI,VERNA 1.6,1582.0
2008,2017,67000,Diesel,Manual,First,13.68,13.68,16.5,TOYOTA,INNOVA CRYSTA,2393.0
2009,2016,25000,Petrol,Manual,First,18.9,18.9,5.0,HYUNDAI,GRAND I10,1197.0
2010,2017,12000,Petrol,Manual,First,17.0,17.0,5.4,VOLKSWAGEN,AMEO 1.2,1198.0
2011,2017,25000,Petrol,Manual,First,25.17,25.17,2.99,RENAULT,KWID RXT,799.0
2012,2011,95936,Petrol,Manual,First,17.0,17.0,4.1,HONDA,CITY 1.5,1497.0
2013,2018,5354,Petrol,Automatic,First,18.9,18.9,6.76,HYUNDAI,GRAND I10,1197.0
2014,2016,42000,Petrol,Manual,Second,18.78,18.78,5.5,VOLKSWAGEN,POLO 1.0,999.0
2015,2014,44282,Diesel,Manual,First,25.2,25.2,5.99,MARUTI,SWIFT VDI,1248.0
2016,2012,70000,Diesel,Manual,First,21.64,21.64,2.59,NISSAN,SUNNY 2011-2014,1461.0
2017,2013,31400,Diesel,Automatic,First,16.36,16.36,26.75,JAGUAR,XF 2.2,2179.0
2018,2016,50000,Diesel,Manual,First,28.09,28.09,8.5,MARUTI,CIAZ ZDI,1248.0
2019,2011,53000,Diesel,Automatic,First,12.8,12.8,23.0,AUDI,Q5 2008-2012,1968.0
2020,2014,21727,Petrol,Manual,First,15.6,15.6,3.35,FORD,FIGO PETROL,1196.0
2021,2012,43000,Diesel,Automatic,Second,11.72,11.72,10.75,HYUNDAI,SANTA FE,2199.0
2022,2013,75000,Diesel,Manual,First,12.05,12.05,6.29,MAHINDRA,SCORPIO VLX,2179.0
2023,2014,73557,Diesel,Manual,First,19.6,19.6,7.75,RENAULT,DUSTER 110PS,1461.0
2024,2012,44555,Diesel,Automatic,First,15.2,15.2,13.5,AUDI,A4 NEW,1968.0
2025,2013,54885,Petrol,Manual,First,15.1,15.1,3.75,MARUTI,EECO 7,1196.0
2026,2011,76000,Diesel,Manual,Second,14.0,14.0,3.75,MAHINDRA,XYLO E4,2498.0
2027,2006,101000,Petrol,Manual,Second,18.9,18.9,1.5,MARUTI,WAGON R,998.0
2028,2005,66000,Petrol,Manual,First,14.0,14.0,1.45,MARUTI,WAGON R,1061.0
2029,2013,84360,Petrol,Manual,First,15.5,15.5,4.12,MARUTI,SX4 ZXI,1586.0
2030,2016,25121,Diesel,Manual,First,13.68,13.68,17.11,TOYOTA,INNOVA CRYSTA,2393.0
2031,2015,100000,Diesel,Manual,Second,12.99,12.99,10.25,TOYOTA,INNOVA 2.5,2494.0
2032,2011,66035,Diesel,Manual,First,22.07,22.07,2.49,VOLKSWAGEN,POLO DIESEL,1199.0
2033,2015,190000,Petrol,Manual,Second,16.78,16.78,3.85,TOYOTA,ETIOS G,1496.0
2034,2014,85670,Diesel,Manual,First,22.7,22.7,6.25,FORD,ECOSPORT 1.5,1498.0
2035,2015,35000,Diesel,Manual,First,24.0,24.0,4.88,HYUNDAI,GRAND I10,1120.0
2036,2016,8000,Petrol,Automatic,First,18.0,18.0,9.45,HONDA,CITY I,1497.0
2037,2007,162000,Diesel,Manual,Second,12.8,12.8,4.8,TOYOTA,INNOVA 2.5,2494.0
2038,2012,60000,Petrol,Manual,First,21.1,21.1,1.99,HYUNDAI,EON ERA,814.0
2039,2010,70600,Petrol,Manual,First,20.36,20.36,2.8,HYUNDAI,I10 MAGNA,1197.0
2040,2011,25000,Petrol,Automatic,Second,12.3,12.3,22.0,MERCEDES-BENZ,E-CLASS 2009-2013,1796.0
2041,2012,75000,Diesel,Manual,First,15.96,15.96,4.3,MAHINDRA,BOLERO SLE,2523.0
2042,2014,85071,Diesel,Automatic,First,20.0,20.0,9.75,SKODA,LAURA AMBITION,1968.0
2043,2015,40000,Petrol,Manual,First,20.4,20.4,5.9,MARUTI,SWIFT ZXI,1197.0
2044,2013,67000,Diesel,Automatic,First,16.55,16.55,14.5,AUDI,A4 2.0,1968.0
2045,2009,55000,Diesel,Manual,Second,17.8,17.8,2.4,FORD,FIESTA 1.4,1399.0
2046,2008,62000,Petrol,Manual,Second,15.0,15.0,2.11,MARUTI,SX4 VXI,1586.0
2047,2017,22526,Petrol,Automatic,First,18.9,18.9,7.6,HYUNDAI,GRAND I10,1197.0
2048,2012,57788,Petrol,Automatic,First,17.16,17.16,3.6,MARUTI,RITZ AT,1197.0
2049,2013,72000,Diesel,Manual,First,10.5,10.5,6.0,MAHINDRA,SCORPIO 2.6,2179.0
2050,2014,83128,Diesel,Manual,First,15.4,15.4,7.45,MAHINDRA,SCORPIO S4,2179.0
2051,2011,75000,Petrol,Manual,First,19.7,19.7,2.1,MARUTI,ALTO LXI,796.0
2052,2013,58000,Diesel,Manual,Second,19.01,19.01,5.2,RENAULT,DUSTER 110PS,1461.0
2053,2009,26000,Diesel,Manual,First,0.0,0.0,6.99,MAHINDRA,JEEP MM,2498.0
2054,2017,1000,Petrol,Manual,First,20.89,20.89,6.36,MARUTI,IGNIS 1.2,1197.0
2055,2015,59751,Diesel,Manual,First,12.99,12.99,11.62,TOYOTA,INNOVA 2.5,2494.0
2056,2015,29966,Diesel,Automatic,Second,16.77,16.77,43.6,BMW,7 SERIES,2993.0
2057,2009,65000,Diesel,Manual,Second,13.6,13.6,4.9,HYUNDAI,SONATA EMBERA,1991.0
2058,2015,75863,Diesel,Manual,First,19.01,19.01,6.7,RENAULT,DUSTER ADVENTURE,1461.0
2059,2013,54000,CNG,Manual,First,33.54,33.54,3.05,MARUTI,WAGON R,998.0
2060,2014,24000,Diesel,Automatic,First,17.11,17.11,25.0,AUDI,A4 2.0,1968.0
2061,2018,33218,Diesel,Manual,First,17.1,17.1,19.05,JEEP,COMPASS 2.0,1956.0
2062,2015,33425,Petrol,Manual,First,17.43,17.43,4.5,HYUNDAI,VERNA 1.4,1396.0
2063,2013,47000,Petrol,Manual,First,18.0,18.0,4.15,HONDA,AMAZE VX,1198.0
2064,2015,41000,Diesel,Manual,First,19.67,19.67,11.9,HYUNDAI,CRETA 1.6,1582.0
2065,2011,62000,Petrol,Manual,First,19.81,19.81,2.1,HYUNDAI,I10 MAGNA,1086.0
2066,2016,47035,Diesel,Manual,First,18.49,18.49,6.95,MAHINDRA,TUV 300,1493.0
2067,2008,56230,Petrol,Manual,Second,17.5,17.5,2.4,MARUTI,SWIFT DZIRE,1298.0
2068,2007,55000,Petrol,Manual,First,13.2,13.2,2.65,HYUNDAI,ACCENT GLE,1495.0
2069,2014,70669,Diesel,Manual,First,15.1,15.1,9.0,MAHINDRA,XUV500 W8,2179.0
2070,2012,69000,Petrol,Manual,First,20.92,20.92,2.1,MARUTI,ALTO K10,998.0
2071,2011,65000,Petrol,Manual,Second,18.6,18.6,2.5,CHEVROLET,BEAT LT,1199.0
2072,2009,30000,Diesel,Automatic,First,12.4,12.4,8.95,AUDI,A6 2.7,2698.0
2073,2017,2000,Diesel,Automatic,First,20.7,20.7,34.0,MINI,COOPER 5,1496.0
2075,2015,40000,Petrol,Manual,First,17.57,17.57,4.0,TATA,ZEST REVOTRON,1193.0
2076,2014,40000,Diesel,Manual,First,26.0,26.0,4.45,HONDA,CITY I,1498.0
2077,2010,26000,Petrol,Manual,First,18.6,18.6,1.5,CHEVROLET,BEAT LT,1199.0
2078,2011,105000,Diesel,Automatic,Second,16.55,16.55,14.5,AUDI,A4 2.0,1968.0
2079,2015,2800,Diesel,Manual,First,26.1,26.1,8.41,FORD,ASPIRE TITANIUM,1498.0
